timestamp,intersection_id,traffic_volume
2024-01-06 04:00:00,INT_001,34
2024-01-06 05:00:00,INT_001,31
2024-01-06 06:00:00,INT_001,193
2024-01-06 07:00:00,INT_001,453
2024-01-06 08:00:00,INT_001,491
2024-01-06 09:00:00,INT_001,486
2024-01-06 10:00:00,INT_001,208
2024-01-06 11:00:00,INT_001,202
2024-01-06 12:00:00,INT_001,378
2024-01-06 13:00:00,INT_001,357
2024-01-06 14:00:00,INT_001,369
2024-01-06 15:00:00,INT_001,189
2024-01-06 16:00:00,INT_001,218
2024-01-06 17:00:00,INT_001,579
2024-01-06 18:00:00,INT_001,556
2024-01-06 19:00:00,INT_001,580
2024-01-06 20:00:00,INT_001,220
2024-01-06 21:00:00,INT_001,217
2024-01-06 22:00:00,INT_001,44
2024-01-06 23:00:00,INT_001,79
2024-01-07 00:00:00,INT_001,33
2024-01-07 01:00:00,INT_001,96
2024-01-07 02:00:00,INT_001,75
2024-01-07 03:00:00,INT_001,49
2024-01-07 04:00:00,INT_001,64
2024-01-07 05:00:00,INT_001,55
2024-01-07 06:00:00,INT_001,194
2024-01-07 07:00:00,INT_001,519
2024-01-07 08:00:00,INT_001,517
2024-01-07 09:00:00,INT_001,495
2024-01-07 10:00:00,INT_001,182
2024-01-07 11:00:00,INT_001,185
2024-01-07 12:00:00,INT_001,347
2024-01-07 13:00:00,INT_001,348
2024-01-07 14:00:00,INT_001,388
2024-01-07 15:00:00,INT_001,190
2024-01-07 16:00:00,INT_001,166
2024-01-07 17:00:00,INT_001,552
2024-01-07 18:00:00,INT_001,537
2024-01-07 19:00:00,INT_001,569
2024-01-07 20:00:00,INT_001,176
2024-01-07 21:00:00,INT_001,201
2024-01-07 22:00:00,INT_001,1
2024-01-07 23:00:00,INT_001,46
2024-01-08 00:00:00,INT_001,91
2024-01-08 01:00:00,INT_001,114
2024-01-08 02:00:00,INT_001,106
2024-01-08 03:00:00,INT_001,85
2024-01-08 04:00:00,INT_001,92
2024-01-08 05:00:00,INT_001,119
2024-01-08 06:00:00,INT_001,217
2024-01-08 07:00:00,INT_001,652
2024-01-08 08:00:00,INT_001,625
2024-01-08 09:00:00,INT_001,630
2024-01-08 10:00:00,INT_001,263
2024-01-08 11:00:00,INT_001,275
2024-01-08 12:00:00,INT_001,472
2024-01-08 13:00:00,INT_001,432
2024-01-08 14:00:00,INT_001,436
2024-01-08 15:00:00,INT_001,256
2024-01-08 16:00:00,INT_001,282
2024-01-08 17:00:00,INT_001,692
2024-01-08 18:00:00,INT_001,711
2024-01-08 19:00:00,INT_001,738
2024-01-08 20:00:00,INT_001,244
2024-01-08 21:00:00,INT_001,218
2024-01-08 22:00:00,INT_001,87
2024-01-08 23:00:00,INT_001,57
2024-01-09 00:00:00,INT_001,92
2024-01-09 01:00:00,INT_001,94
2024-01-09 02:00:00,INT_001,89
2024-01-09 03:00:00,INT_001,68
2024-01-09 04:00:00,INT_001,112
2024-01-09 05:00:00,INT_001,102
2024-01-09 06:00:00,INT_001,289
2024-01-09 07:00:00,INT_001,642
2024-01-09 08:00:00,INT_001,646
2024-01-09 09:00:00,INT_001,597
2024-01-09 10:00:00,INT_001,272
2024-01-09 11:00:00,INT_001,236
2024-01-09 12:00:00,INT_001,436
2024-01-09 13:00:00,INT_001,470
2024-01-09 14:00:00,INT_001,477
2024-01-09 15:00:00,INT_001,219
2024-01-09 16:00:00,INT_001,258
2024-01-09 17:00:00,INT_001,720
2024-01-09 18:00:00,INT_001,677
2024-01-09 19:00:00,INT_001,719
2024-01-09 20:00:00,INT_001,286
2024-01-09 21:00:00,INT_001,256
2024-01-09 22:00:00,INT_001,77
2024-01-09 23:00:00,INT_001,78
2024-01-10 00:00:00,INT_001,87
2024-01-10 01:00:00,INT_001,101
2024-01-10 02:00:00,INT_001,40
2024-01-10 03:00:00,INT_001,27
2024-01-10 04:00:00,INT_001,53
2024-01-10 05:00:00,INT_001,96
2024-01-10 06:00:00,INT_001,245
2024-01-10 07:00:00,INT_001,656
2024-01-10 08:00:00,INT_001,665
2024-01-10 09:00:00,INT_001,610
2024-01-10 10:00:00,INT_001,264
2024-01-10 11:00:00,INT_001,282
2024-01-10 12:00:00,INT_001,463
2024-01-10 13:00:00,INT_001,467
2024-01-10 14:00:00,INT_001,476
2024-01-10 15:00:00,INT_001,280
2024-01-10 16:00:00,INT_001,245
2024-01-10 17:00:00,INT_001,733
2024-01-10 18:00:00,INT_001,713
2024-01-10 19:00:00,INT_001,674
2024-01-10 20:00:00,INT_001,252
2024-01-10 21:00:00,INT_001,268
2024-01-10 22:00:00,INT_001,46
2024-01-10 23:00:00,INT_001,76
2024-01-11 00:00:00,INT_001,39
2024-01-11 01:00:00,INT_001,89
2024-01-11 02:00:00,INT_001,62
2024-01-11 03:00:00,INT_001,46
2024-01-11 04:00:00,INT_001,62
2024-01-11 05:00:00,INT_001,97
2024-01-11 06:00:00,INT_001,232
2024-01-11 07:00:00,INT_001,640
2024-01-11 08:00:00,INT_001,624
2024-01-11 09:00:00,INT_001,640
2024-01-11 10:00:00,INT_001,269
2024-01-11 11:00:00,INT_001,260
2024-01-11 12:00:00,INT_001,436
2024-01-11 13:00:00,INT_001,447
2024-01-11 14:00:00,INT_001,458
2024-01-11 15:00:00,INT_001,225
2024-01-11 16:00:00,INT_001,264
2024-01-11 17:00:00,INT_001,687
2024-01-11 18:00:00,INT_001,675
2024-01-11 19:00:00,INT_001,703
2024-01-11 20:00:00,INT_001,257
2024-01-11 21:00:00,INT_001,270
2024-01-11 22:00:00,INT_001,52
2024-01-11 23:00:00,INT_001,86
2024-01-12 00:00:00,INT_001,82
2024-01-12 01:00:00,INT_001,84
2024-01-12 02:00:00,INT_001,100
2024-01-12 03:00:00,INT_001,53
2024-01-12 04:00:00,INT_001,115
2024-01-12 05:00:00,INT_001,48
2024-01-12 06:00:00,INT_001,246
2024-01-12 07:00:00,INT_001,607
2024-01-12 08:00:00,INT_001,622
2024-01-12 09:00:00,INT_001,636
2024-01-12 10:00:00,INT_001,271
2024-01-12 11:00:00,INT_001,259
2024-01-12 12:00:00,INT_001,424
2024-01-12 13:00:00,INT_001,450
2024-01-12 14:00:00,INT_001,479
2024-01-12 15:00:00,INT_001,260
2024-01-12 16:00:00,INT_001,271
2024-01-12 17:00:00,INT_001,672
2024-01-12 18:00:00,INT_001,704
2024-01-12 19:00:00,INT_001,712
2024-01-12 20:00:00,INT_001,221
2024-01-12 21:00:00,INT_001,262
2024-01-12 22:00:00,INT_001,77
2024-01-12 23:00:00,INT_001,51
2024-01-13 00:00:00,INT_001,48
2024-01-13 01:00:00,INT_001,65
2024-01-13 02:00:00,INT_001,68
2024-01-13 03:00:00,INT_001,52
2024-01-13 04:00:00,INT_001,60
2024-01-13 05:00:00,INT_001,44
2024-01-13 06:00:00,INT_001,224
2024-01-13 07:00:00,INT_001,493
2024-01-13 08:00:00,INT_001,480
2024-01-13 09:00:00,INT_001,522
2024-01-13 10:00:00,INT_001,167
2024-01-13 11:00:00,INT_001,184
2024-01-13 12:00:00,INT_001,404
2024-01-13 13:00:00,INT_001,364
2024-01-13 14:00:00,INT_001,340
2024-01-13 15:00:00,INT_001,211
2024-01-13 16:00:00,INT_001,234
2024-01-13 17:00:00,INT_001,558
2024-01-13 18:00:00,INT_001,554
2024-01-13 19:00:00,INT_001,537
2024-01-13 20:00:00,INT_001,219
2024-01-13 21:00:00,INT_001,235
2024-01-13 22:00:00,INT_001,55
2024-01-13 23:00:00,INT_001,16
2024-01-14 00:00:00,INT_001,48
2024-01-14 01:00:00,INT_001,54
2024-01-14 02:00:00,INT_001,71
2024-01-14 03:00:00,INT_001,65
2024-01-14 04:00:00,INT_001,20
2024-01-14 05:00:00,INT_001,61
2024-01-14 06:00:00,INT_001,181
2024-01-14 07:00:00,INT_001,528
2024-01-14 08:00:00,INT_001,491
2024-01-14 09:00:00,INT_001,509
2024-01-14 10:00:00,INT_001,216
2024-01-14 11:00:00,INT_001,204
2024-01-14 12:00:00,INT_001,337
2024-01-14 13:00:00,INT_001,384
2024-01-14 14:00:00,INT_001,368
2024-01-14 15:00:00,INT_001,164
2024-01-14 16:00:00,INT_001,221
2024-01-14 17:00:00,INT_001,564
2024-01-14 18:00:00,INT_001,530
2024-01-14 19:00:00,INT_001,549
2024-01-14 20:00:00,INT_001,230
2024-01-14 21:00:00,INT_001,195
2024-01-14 22:00:00,INT_001,71
2024-01-14 23:00:00,INT_001,45
2024-01-15 00:00:00,INT_001,68
2024-01-15 01:00:00,INT_001,19
2024-01-15 02:00:00,INT_001,71
2024-01-15 03:00:00,INT_001,33
2024-01-15 04:00:00,INT_001,96
2024-01-15 05:00:00,INT_001,98
2024-01-15 06:00:00,INT_001,228
2024-01-15 07:00:00,INT_001,610
2024-01-15 08:00:00,INT_001,610
2024-01-15 09:00:00,INT_001,619
2024-01-15 10:00:00,INT_001,288
2024-01-15 11:00:00,INT_001,252
2024-01-15 12:00:00,INT_001,449
2024-01-15 13:00:00,INT_001,451
2024-01-15 14:00:00,INT_001,459
2024-01-15 15:00:00,INT_001,226
2024-01-15 16:00:00,INT_001,231
2024-01-15 17:00:00,INT_001,701
2024-01-15 18:00:00,INT_001,710
2024-01-15 19:00:00,INT_001,689
2024-01-15 20:00:00,INT_001,265
2024-01-15 21:00:00,INT_001,240
2024-01-15 22:00:00,INT_001,61
2024-01-15 23:00:00,INT_001,96
2024-01-16 00:00:00,INT_001,66
2024-01-16 01:00:00,INT_001,61
2024-01-16 02:00:00,INT_001,65
2024-01-16 03:00:00,INT_001,89
2024-01-16 04:00:00,INT_001,99
2024-01-16 05:00:00,INT_001,63
2024-01-16 06:00:00,INT_001,259
2024-01-16 07:00:00,INT_001,644
2024-01-16 08:00:00,INT_001,639
2024-01-16 09:00:00,INT_001,632
2024-01-16 10:00:00,INT_001,275
2024-01-16 11:00:00,INT_001,270
2024-01-16 12:00:00,INT_001,411
2024-01-16 13:00:00,INT_001,454
2024-01-16 14:00:00,INT_001,430
2024-01-16 15:00:00,INT_001,266
2024-01-16 16:00:00,INT_001,248
2024-01-16 17:00:00,INT_001,696
2024-01-16 18:00:00,INT_001,693
2024-01-16 19:00:00,INT_001,686
2024-01-16 20:00:00,INT_001,234
2024-01-16 21:00:00,INT_001,244
2024-01-16 22:00:00,INT_001,22
2024-01-16 23:00:00,INT_001,92
2024-01-17 00:00:00,INT_001,64
2024-01-17 01:00:00,INT_001,75
2024-01-17 02:00:00,INT_001,85
2024-01-17 03:00:00,INT_001,90
2024-01-17 04:00:00,INT_001,97
2024-01-17 05:00:00,INT_001,124
2024-01-17 06:00:00,INT_001,228
2024-01-17 07:00:00,INT_001,631
2024-01-17 08:00:00,INT_001,583
2024-01-17 09:00:00,INT_001,635
2024-01-17 10:00:00,INT_001,222
2024-01-17 11:00:00,INT_001,277
2024-01-17 12:00:00,INT_001,471
2024-01-17 13:00:00,INT_001,448
2024-01-17 14:00:00,INT_001,431
2024-01-17 15:00:00,INT_001,212
2024-01-17 16:00:00,INT_001,267
2024-01-17 17:00:00,INT_001,678
2024-01-17 18:00:00,INT_001,690
2024-01-17 19:00:00,INT_001,705
2024-01-17 20:00:00,INT_001,215
2024-01-17 21:00:00,INT_001,255
2024-01-17 22:00:00,INT_001,74
2024-01-17 23:00:00,INT_001,50
2024-01-18 00:00:00,INT_001,129
2024-01-18 01:00:00,INT_001,60
2024-01-18 02:00:00,INT_001,64
2024-01-18 03:00:00,INT_001,51
2024-01-18 04:00:00,INT_001,97
2024-01-18 05:00:00,INT_001,51
2024-01-18 06:00:00,INT_001,258
2024-01-18 07:00:00,INT_001,644
2024-01-18 08:00:00,INT_001,591
2024-01-18 09:00:00,INT_001,593
2024-01-18 10:00:00,INT_001,272
2024-01-18 11:00:00,INT_001,213
2024-01-18 12:00:00,INT_001,410
2024-01-18 13:00:00,INT_001,445
2024-01-18 14:00:00,INT_001,476
2024-01-18 15:00:00,INT_001,239
2024-01-18 16:00:00,INT_001,253
2024-01-18 17:00:00,INT_001,677
2024-01-18 18:00:00,INT_001,691
2024-01-18 19:00:00,INT_001,687
2024-01-18 20:00:00,INT_001,237
2024-01-18 21:00:00,INT_001,261
2024-01-18 22:00:00,INT_001,75
2024-01-18 23:00:00,INT_001,86
2024-01-19 00:00:00,INT_001,59
2024-01-19 01:00:00,INT_001,99
2024-01-19 02:00:00,INT_001,80
2024-01-19 03:00:00,INT_001,61
2024-01-19 04:00:00,INT_001,90
2024-01-19 05:00:00,INT_001,94
2024-01-19 06:00:00,INT_001,271
2024-01-19 07:00:00,INT_001,642
2024-01-19 08:00:00,INT_001,620
2024-01-19 09:00:00,INT_001,627
2024-01-19 10:00:00,INT_001,285
2024-01-19 11:00:00,INT_001,231
2024-01-19 12:00:00,INT_001,474
2024-01-19 13:00:00,INT_001,436
2024-01-19 14:00:00,INT_001,447
2024-01-19 15:00:00,INT_001,241
2024-01-19 16:00:00,INT_001,268
2024-01-19 17:00:00,INT_001,672
2024-01-19 18:00:00,INT_001,694
2024-01-19 19:00:00,INT_001,698
2024-01-19 20:00:00,INT_001,256
2024-01-19 21:00:00,INT_001,275
2024-01-19 22:00:00,INT_001,106
2024-01-19 23:00:00,INT_001,35
2024-01-20 00:00:00,INT_001,67
2024-01-20 01:00:00,INT_001,40
2024-01-20 02:00:00,INT_001,28
2024-01-20 03:00:00,INT_001,52
2024-01-20 04:00:00,INT_001,58
2024-01-20 05:00:00,INT_001,54
2024-01-20 06:00:00,INT_001,194
2024-01-20 07:00:00,INT_001,489
2024-01-20 08:00:00,INT_001,463
2024-01-20 09:00:00,INT_001,509
2024-01-20 10:00:00,INT_001,161
2024-01-20 11:00:00,INT_001,211
2024-01-20 12:00:00,INT_001,343
2024-01-20 13:00:00,INT_001,328
2024-01-20 14:00:00,INT_001,334
2024-01-20 15:00:00,INT_001,219
2024-01-20 16:00:00,INT_001,213
2024-01-20 17:00:00,INT_001,577
2024-01-20 18:00:00,INT_001,567
2024-01-20 19:00:00,INT_001,550
2024-01-20 20:00:00,INT_001,196
2024-01-20 21:00:00,INT_001,230
2024-01-20 22:00:00,INT_001,74
2024-01-20 23:00:00,INT_001,34
2024-01-21 00:00:00,INT_001,72
2024-01-21 01:00:00,INT_001,45
2024-01-21 02:00:00,INT_001,50
2024-01-21 03:00:00,INT_001,57
2024-01-21 04:00:00,INT_001,74
2024-01-21 05:00:00,INT_001,88
2024-01-21 06:00:00,INT_001,194
2024-01-21 07:00:00,INT_001,488
2024-01-21 08:00:00,INT_001,513
2024-01-21 09:00:00,INT_001,483
2024-01-21 10:00:00,INT_001,222
2024-01-21 11:00:00,INT_001,202
2024-01-21 12:00:00,INT_001,394
2024-01-21 13:00:00,INT_001,354
2024-01-21 14:00:00,INT_001,347
2024-01-21 15:00:00,INT_001,186
2024-01-21 16:00:00,INT_001,156
2024-01-21 17:00:00,INT_001,569
2024-01-21 18:00:00,INT_001,559
2024-01-21 19:00:00,INT_001,544
2024-01-21 20:00:00,INT_001,210
2024-01-21 21:00:00,INT_001,201
2024-01-21 22:00:00,INT_001,58
2024-01-21 23:00:00,INT_001,19
2024-01-22 00:00:00,INT_001,95
2024-01-22 01:00:00,INT_001,68
2024-01-22 02:00:00,INT_001,85
2024-01-22 03:00:00,INT_001,64
2024-01-22 04:00:00,INT_001,59
2024-01-22 05:00:00,INT_001,51
2024-01-22 06:00:00,INT_001,233
2024-01-22 07:00:00,INT_001,623
2024-01-22 08:00:00,INT_001,587
2024-01-22 09:00:00,INT_001,640
2024-01-22 10:00:00,INT_001,212
2024-01-22 11:00:00,INT_001,277
2024-01-22 12:00:00,INT_001,442
2024-01-22 13:00:00,INT_001,438
2024-01-22 14:00:00,INT_001,429
2024-01-22 15:00:00,INT_001,292
2024-01-22 16:00:00,INT_001,236
2024-01-22 17:00:00,INT_001,693
2024-01-22 18:00:00,INT_001,717
2024-01-22 19:00:00,INT_001,719
2024-01-22 20:00:00,INT_001,263
2024-01-22 21:00:00,INT_001,257
2024-01-22 22:00:00,INT_001,63
2024-01-22 23:00:00,INT_001,73
2024-01-23 00:00:00,INT_001,89
2024-01-23 01:00:00,INT_001,63
2024-01-23 02:00:00,INT_001,102
2024-01-23 03:00:00,INT_001,64
2024-01-23 04:00:00,INT_001,46
2024-01-23 05:00:00,INT_001,52
2024-01-23 06:00:00,INT_001,225
2024-01-23 07:00:00,INT_001,639
2024-01-23 08:00:00,INT_001,614
2024-01-23 09:00:00,INT_001,628
2024-01-23 10:00:00,INT_001,196
2024-01-23 11:00:00,INT_001,224
2024-01-23 12:00:00,INT_001,415
2024-01-23 13:00:00,INT_001,417
2024-01-23 14:00:00,INT_001,480
2024-01-23 15:00:00,INT_001,267
2024-01-23 16:00:00,INT_001,279
2024-01-23 17:00:00,INT_001,650
2024-01-23 18:00:00,INT_001,689
2024-01-23 19:00:00,INT_001,692
2024-01-23 20:00:00,INT_001,258
2024-01-23 21:00:00,INT_001,221
2024-01-23 22:00:00,INT_001,91
2024-01-23 23:00:00,INT_001,88
2024-01-24 00:00:00,INT_001,109
2024-01-24 01:00:00,INT_001,99
2024-01-24 02:00:00,INT_001,58
2024-01-24 03:00:00,INT_001,50
2024-01-24 04:00:00,INT_001,73
2024-01-24 05:00:00,INT_001,83
2024-01-24 06:00:00,INT_001,292
2024-01-24 07:00:00,INT_001,641
2024-01-24 08:00:00,INT_001,640
2024-01-24 09:00:00,INT_001,605
2024-01-24 10:00:00,INT_001,247
2024-01-24 11:00:00,INT_001,243
2024-01-24 12:00:00,INT_001,465
2024-01-24 13:00:00,INT_001,472
2024-01-24 14:00:00,INT_001,448
2024-01-24 15:00:00,INT_001,246
2024-01-24 16:00:00,INT_001,238
2024-01-24 17:00:00,INT_001,693
2024-01-24 18:00:00,INT_001,681
2024-01-24 19:00:00,INT_001,719
2024-01-24 20:00:00,INT_001,245
2024-01-24 21:00:00,INT_001,241
2024-01-24 22:00:00,INT_001,67
2024-01-24 23:00:00,INT_001,67
2024-01-25 00:00:00,INT_001,83
2024-01-25 01:00:00,INT_001,79
2024-01-25 02:00:00,INT_001,106
2024-01-25 03:00:00,INT_001,76
2024-01-25 04:00:00,INT_001,46
2024-01-25 05:00:00,INT_001,85
2024-01-25 06:00:00,INT_001,217
2024-01-25 07:00:00,INT_001,634
2024-01-25 08:00:00,INT_001,642
2024-01-25 09:00:00,INT_001,647
2024-01-25 10:00:00,INT_001,265
2024-01-25 11:00:00,INT_001,252
2024-01-25 12:00:00,INT_001,474
2024-01-25 13:00:00,INT_001,463
2024-01-25 14:00:00,INT_001,438
2024-01-25 15:00:00,INT_001,227
2024-01-25 16:00:00,INT_001,223
2024-01-25 17:00:00,INT_001,704
2024-01-25 18:00:00,INT_001,689
2024-01-25 19:00:00,INT_001,701
2024-01-25 20:00:00,INT_001,255
2024-01-25 21:00:00,INT_001,268
2024-01-25 22:00:00,INT_001,66
2024-01-25 23:00:00,INT_001,73
2024-01-26 00:00:00,INT_001,99
2024-01-26 01:00:00,INT_001,98
2024-01-26 02:00:00,INT_001,75
2024-01-26 03:00:00,INT_001,95
2024-01-26 04:00:00,INT_001,107
2024-01-26 05:00:00,INT_001,78
2024-01-26 06:00:00,INT_001,247
2024-01-26 07:00:00,INT_001,646
2024-01-26 08:00:00,INT_001,639
2024-01-26 09:00:00,INT_001,686
2024-01-26 10:00:00,INT_001,227
2024-01-26 11:00:00,INT_001,232
2024-01-26 12:00:00,INT_001,459
2024-01-26 13:00:00,INT_001,447
2024-01-26 14:00:00,INT_001,484
2024-01-26 15:00:00,INT_001,239
2024-01-26 16:00:00,INT_001,238
2024-01-26 17:00:00,INT_001,712
2024-01-26 18:00:00,INT_001,732
2024-01-26 19:00:00,INT_001,679
2024-01-26 20:00:00,INT_001,255
2024-01-26 21:00:00,INT_001,265
2024-01-26 22:00:00,INT_001,77
2024-01-26 23:00:00,INT_001,44
2024-01-27 00:00:00,INT_001,25
2024-01-27 01:00:00,INT_001,47
2024-01-27 02:00:00,INT_001,92
2024-01-27 03:00:00,INT_001,91
2024-01-27 04:00:00,INT_001,78
2024-01-27 05:00:00,INT_001,53
2024-01-27 06:00:00,INT_001,184
2024-01-27 07:00:00,INT_001,531
2024-01-27 08:00:00,INT_001,518
2024-01-27 09:00:00,INT_001,505
2024-01-27 10:00:00,INT_001,157
2024-01-27 11:00:00,INT_001,184
2024-01-27 12:00:00,INT_001,371
2024-01-27 13:00:00,INT_001,376
2024-01-27 14:00:00,INT_001,369
2024-01-27 15:00:00,INT_001,222
2024-01-27 16:00:00,INT_001,186
2024-01-27 17:00:00,INT_001,589
2024-01-27 18:00:00,INT_001,550
2024-01-27 19:00:00,INT_001,567
2024-01-27 20:00:00,INT_001,215
2024-01-27 21:00:00,INT_001,198
2024-01-27 22:00:00,INT_001,69
2024-01-27 23:00:00,INT_001,52
2024-01-28 00:00:00,INT_001,76
2024-01-28 01:00:00,INT_001,59
2024-01-28 02:00:00,INT_001,41
2024-01-28 03:00:00,INT_001,62
2024-01-28 04:00:00,INT_001,68
2024-01-28 05:00:00,INT_001,34
2024-01-28 06:00:00,INT_001,219
2024-01-28 07:00:00,INT_001,485
2024-01-28 08:00:00,INT_001,522
2024-01-28 09:00:00,INT_001,458
2024-01-28 10:00:00,INT_001,195
2024-01-28 11:00:00,INT_001,222
2024-01-28 12:00:00,INT_001,370
2024-01-28 13:00:00,INT_001,382
2024-01-28 14:00:00,INT_001,352
2024-01-28 15:00:00,INT_001,195
2024-01-28 16:00:00,INT_001,186
2024-01-28 17:00:00,INT_001,545
2024-01-28 18:00:00,INT_001,552
2024-01-28 19:00:00,INT_001,538
2024-01-28 20:00:00,INT_001,212
2024-01-28 21:00:00,INT_001,203
2024-01-28 22:00:00,INT_001,33
2024-01-28 23:00:00,INT_001,32
2024-01-29 00:00:00,INT_001,104
2024-01-29 01:00:00,INT_001,93
2024-01-29 02:00:00,INT_001,71
2024-01-29 03:00:00,INT_001,78
2024-01-29 04:00:00,INT_001,78
2024-01-29 05:00:00,INT_001,84
2024-01-29 06:00:00,INT_001,235
2024-01-29 07:00:00,INT_001,648
2024-01-29 08:00:00,INT_001,633
2024-01-29 09:00:00,INT_001,629
2024-01-29 10:00:00,INT_001,264
2024-01-29 11:00:00,INT_001,241
2024-01-29 12:00:00,INT_001,454
2024-01-29 13:00:00,INT_001,464
2024-01-29 14:00:00,INT_001,494
2024-01-29 15:00:00,INT_001,257
2024-01-29 16:00:00,INT_001,272
2024-01-29 17:00:00,INT_001,721
2024-01-29 18:00:00,INT_001,720
2024-01-29 19:00:00,INT_001,673
2024-01-29 20:00:00,INT_001,270
2024-01-29 21:00:00,INT_001,233
2024-01-29 22:00:00,INT_001,103
2024-01-29 23:00:00,INT_001,68
2024-01-30 00:00:00,INT_001,60
2024-01-30 01:00:00,INT_001,66
